date,usgs_site,lat,lon,Discharge_mean,Water_Temp_mean,year,Discharge_cumsum,Water_Temp_cumsum
2021-01-01,14178000,44.70694444,-122.10000000,1100.0,4.9,2021,1100.0,4.9
2021-01-02,14178000,44.70694444,-122.10000000,1410.0,5.0,2021,2510.0,9.9
2021-01-03,14178000,44.70694444,-122.10000000,2990.0,5.1,2021,5500.0,15.0
2021-01-04,14178000,44.70694444,-122.10000000,2610.0,5.3,2021,8110.0,20.3
2021-01-05,14178000,44.70694444,-122.10000000,2250.0,4.8,2021,10360.0,25.1
2021-01-06,14178000,44.70694444,-122.10000000,1910.0,5.2,2021,12270.0,30.3
2021-01-07,14178000,44.70694444,-122.10000000,1850.0,5.1,2021,14120.0,35.4
2021-01-08,14178000,44.70694444,-122.10000000,1600.0,4.9,2021,15720.0,40.3
2021-01-09,14178000,44.70694444,-122.10000000,1400.0,4.3,2021,17120.0,44.6
2021-01-10,14178000,44.70694444,-122.10000000,1250.0,4.8,2021,18370.0,49.4
2021-01-11,14178000,44.70694444,-122.10000000,1160.0,5.0,2021,19530.0,54.4
2021-01-12,14178000,44.70694444,-122.10000000,3400.0,5.6,2021,22930.0,60.0
2021-01-13,14178000,44.70694444,-122.10000000,6820.0,5.0,2021,29750.0,65.0
2021-01-14,14178000,44.70694444,-122.10000000,3610.0,4.6,2021,33360.0,69.6
2021-01-15,14178000,44.70694444,-122.10000000,2470.0,5.2,2021,35830.0,74.8
2021-01-16,14178000,44.70694444,-122.10000000,1960.0,5.1,2021,37790.0,79.9
2021-01-17,14178000,44.70694444,-122.10000000,1630.0,5.1,2021,39420.0,85.0
2021-01-18,14178000,44.70694444,-122.10000000,1410.0,4.5,2021,40830.0,89.5
2021-01-19,14178000,44.70694444,-122.10000000,1260.0,4.0,2021,42090.0,93.5
2021-01-20,14178000,44.70694444,-122.10000000,1150.0,3.8,2021,43240.0,97.3
2021-01-21,14178000,44.70694444,-122.10000000,1070.0,4.5,2021,44310.0,101.8
2021-01-22,14178000,44.70694444,-122.10000000,994.0,4.5,2021,45304.0,106.3
2021-01-23,14178000,44.70694444,-122.10000000,927.0,3.5,2021,46231.0,109.8
2021-01-24,14178000,44.70694444,-122.10000000,885.0,3.6,2021,47116.0,113.39999999999999
2021-01-25,14178000,44.70694444,-122.10000000,845.0,3.7,2021,47961.0,117.1
2021-01-26,14178000,44.70694444,-122.10000000,812.0,3.1,2021,48773.0,120.2
2021-01-27,14178000,44.70694444,-122.10000000,786.0,3.3,2021,49559.0,123.5
2021-01-28,14178000,44.70694444,-122.10000000,759.0,3.9,2021,50318.0,127.39999999999999
2021-01-29,14178000,44.70694444,-122.10000000,734.0,4.3,2021,51052.0,131.7
2021-01-30,14178000,44.70694444,-122.10000000,724.0,4.3,2021,51776.0,136.0
2021-01-31,14178000,44.70694444,-122.10000000,739.0,4.7,2021,52515.0,140.7
2021-02-01,14178000,44.70694444,-122.10000000,747.0,5.0,2021,53262.0,145.7
2021-02-02,14178000,44.70694444,-122.10000000,812.0,4.9,2021,54074.0,150.6
2021-02-03,14178000,44.70694444,-122.10000000,814.0,3.5,2021,54888.0,154.1
