date,usgs_site,lat,lon,Discharge_mean,Water_Temp_mean,year,Discharge_cumsum,Water_Temp_cumsum
2015-01-01,14178000,44.70694444,-122.10000000,1140.0,2.8,2015,1140.0,2.8
2015-01-02,14178000,44.70694444,-122.10000000,1080.0,3.5,2015,2220.0,6.3
2015-01-03,14178000,44.70694444,-122.10000000,1040.0,4.2,2015,3260.0,10.5
2015-01-04,14178000,44.70694444,-122.10000000,1010.0,4.5,2015,4270.0,15.0
2015-01-05,14178000,44.70694444,-122.10000000,1050.0,4.8,2015,5320.0,19.8
2015-01-06,14178000,44.70694444,-122.10000000,1050.0,4.6,2015,6370.0,24.4
2015-01-07,14178000,44.70694444,-122.10000000,1060.0,4.3,2015,7430.0,28.7
2015-01-08,14178000,44.70694444,-122.10000000,1090.0,4.3,2015,8520.0,33.0
2015-01-09,14178000,44.70694444,-122.10000000,1090.0,4.5,2015,9610.0,37.5
2015-01-10,14178000,44.70694444,-122.10000000,1070.0,4.7,2015,10680.0,42.2
2015-01-11,14178000,44.70694444,-122.10000000,1050.0,5.0,2015,11730.0,47.2
2015-01-12,14178000,44.70694444,-122.10000000,1030.0,5.2,2015,12760.0,52.4
2015-01-13,14178000,44.70694444,-122.10000000,1010.0,4.6,2015,13770.0,57.0
2015-01-14,14178000,44.70694444,-122.10000000,965.0,4.0,2015,14735.0,61.0
2015-01-15,14178000,44.70694444,-122.10000000,939.0,4.0,2015,15674.0,65.0
2015-01-16,14178000,44.70694444,-122.10000000,1420.0,5.0,2015,17094.0,70.0
2015-01-17,14178000,44.70694444,-122.10000000,2040.0,5.0,2015,19134.0,75.0
2015-01-18,14178000,44.70694444,-122.10000000,3770.0,5.6,2015,22904.0,80.6
2015-01-19,14178000,44.70694444,-122.10000000,2630.0,5.3,2015,25534.0,85.9
2015-01-20,14178000,44.70694444,-122.10000000,2040.0,4.7,2015,27574.0,90.6
2015-01-21,14178000,44.70694444,-122.10000000,1730.0,4.4,2015,29304.0,95.0
2015-01-22,14178000,44.70694444,-122.10000000,1510.0,5.1,2015,30814.0,100.1
2015-01-23,14178000,44.70694444,-122.10000000,1360.0,5.5,2015,32174.0,105.6
2015-01-24,14178000,44.70694444,-122.10000000,1270.0,6.2,2015,33444.0,111.8
2015-01-25,14178000,44.70694444,-122.10000000,1190.0,5.7,2015,34634.0,117.5
2015-01-26,14178000,44.70694444,-122.10000000,1120.0,5.6,2015,35754.0,123.1
2015-01-27,14178000,44.70694444,-122.10000000,1070.0,5.5,2015,36824.0,128.6
2015-01-28,14178000,44.70694444,-122.10000000,1010.0,6.1,2015,37834.0,134.7
2015-01-29,14178000,44.70694444,-122.10000000,968.0,5.7,2015,38802.0,140.4
2015-01-30,14178000,44.70694444,-122.10000000,929.0,5.1,2015,39731.0,145.5
2015-01-31,14178000,44.70694444,-122.10000000,895.0,4.6,2015,40626.0,150.1
2015-02-01,14178000,44.70694444,-122.10000000,876.0,5.2,2015,41502.0,155.3
2015-02-02,14178000,44.70694444,-122.10000000,984.0,6.0,2015,42486.0,161.3
2015-02-03,14178000,44.70694444,-122.10000000,1020.0,5.7,2015,43506.0,167.0
2015-02-04,14178000,44.70694444,-122.10000000,1060.0,6.1,2015,44566.0,173.1
2015-02-05,14178000,44.70694444,-122.10000000,1010.0,6.3,2015,45576.0,179.4
2015-02-06,14178000,44.70694444,-122.10000000,1190.0,6.7,2015,46766.0,186.1
2015-02-07,14178000,44.70694444,-122.10000000,1960.0,6.5,2015,48726.0,192.6
2015-02-08,14178000,44.70694444,-122.10000000,1980.0,6.3,2015,50706.0,198.9
2015-02-09,14178000,44.70694444,-122.10000000,1910.0,6.3,2015,52616.0,205.2
2015-02-10,14178000,44.70694444,-122.10000000,2410.0,6.2,2015,55026.0,211.4
2015-02-11,14178000,44.70694444,-122.10000000,1920.0,6.0,2015,56946.0,217.4
2015-02-12,14178000,44.70694444,-122.10000000,1630.0,5.9,2015,58576.0,223.3
2015-02-13,14178000,44.70694444,-122.10000000,1430.0,5.9,2015,60006.0,229.2
2015-02-14,14178000,44.70694444,-122.10000000,1280.0,6.0,2015,61286.0,235.2
2015-02-15,14178000,44.70694444,-122.10000000,1180.0,5.4,2015,62466.0,240.6
2015-02-16,14178000,44.70694444,-122.10000000,1100.0,5.2,2015,63566.0,245.8
2015-02-17,14178000,44.70694444,-122.10000000,1040.0,5.1,2015,64606.0,250.9
2015-02-18,14178000,44.70694444,-122.10000000,987.0,5.4,2015,65593.0,256.3
2015-02-19,14178000,44.70694444,-122.10000000,944.0,5.9,2015,66537.0,262.2
2015-02-20,14178000,44.70694444,-122.10000000,911.0,6.2,2015,67448.0,268.4
2015-02-21,14178000,44.70694444,-122.10000000,878.0,5.7,2015,68326.0,274.1
2015-02-22,14178000,44.70694444,-122.10000000,842.0,4.5,2015,69168.0,278.6
2015-02-23,14178000,44.70694444,-122.10000000,813.0,3.7,2015,69981.0,282.3
2015-02-24,14178000,44.70694444,-122.10000000,793.0,4.0,2015,70774.0,286.3
2015-02-25,14178000,44.70694444,-122.10000000,777.0,4.5,2015,71551.0,290.8
2015-02-26,14178000,44.70694444,-122.10000000,778.0,5.7,2015,72329.0,296.5
2015-02-27,14178000,44.70694444,-122.10000000,841.0,5.8,2015,73170.0,302.3
2015-02-28,14178000,44.70694444,-122.10000000,809.0,4.9,2015,73979.0,307.2
2015-03-01,14178000,44.70694444,-122.10000000,765.0,3.9,2015,74744.0,311.1
2015-03-02,14178000,44.70694444,-122.10000000,746.0,4.7,2015,75490.0,315.8
2015-03-03,14178000,44.70694444,-122.10000000,729.0,4.6,2015,76219.0,320.4
2015-03-04,14178000,44.70694444,-122.10000000,713.0,4.1,2015,76932.0,324.5
2015-03-05,14178000,44.70694444,-122.10000000,701.0,4.5,2015,77633.0,329.0
2015-03-06,14178000,44.70694444,-122.10000000,688.0,5.2,2015,78321.0,334.2
2015-03-07,14178000,44.70694444,-122.10000000,678.0,5.3,2015,78999.0,339.5
2015-03-08,14178000,44.70694444,-122.10000000,667.0,5.3,2015,79666.0,344.8
2015-03-09,14178000,44.70694444,-122.10000000,658.0,5.6,2015,80324.0,350.4
2015-03-10,14178000,44.70694444,-122.10000000,647.0,5.8,2015,80971.0,356.2
2015-03-11,14178000,44.70694444,-122.10000000,647.0,6.6,2015,81618.0,362.8
2015-03-12,14178000,44.70694444,-122.10000000,671.0,7.2,2015,82289.0,370.0
2015-03-13,14178000,44.70694444,-122.10000000,646.0,6.7,2015,82935.0,376.7
2015-03-14,14178000,44.70694444,-122.10000000,702.0,7.4,2015,83637.0,384.1
2015-03-15,14178000,44.70694444,-122.10000000,975.0,7.3,2015,84612.0,391.4
2015-03-16,14178000,44.70694444,-122.10000000,965.0,7.1,2015,85577.0,398.5
2015-03-17,14178000,44.70694444,-122.10000000,858.0,7.0,2015,86435.0,405.5
2015-03-18,14178000,44.70694444,-122.10000000,802.0,7.0,2015,87237.0,412.5
2015-03-19,14178000,44.70694444,-122.10000000,759.0,6.4,2015,87996.0,418.9
2015-03-20,14178000,44.70694444,-122.10000000,727.0,6.6,2015,88723.0,425.5
2015-03-21,14178000,44.70694444,-122.10000000,730.0,7.4,2015,89453.0,432.9
2015-03-22,14178000,44.70694444,-122.10000000,712.0,6.6,2015,90165.0,439.5
