date,lat,lon,Precip,Air_Temp
2020-01-01,44.70953610008074,-122.19268929773644,20.28786098377631,5.824331619522197
2020-01-02,44.70953610008074,-122.19268929773644,1.2731110878489125,4.062986775301956
2020-01-03,44.70953610008074,-122.19268929773644,8.34517092434502,5.0518168424221646
2020-01-04,44.70953610008074,-122.19268929773644,10.406702923297388,2.1734110695674165
2020-01-05,44.70953610008074,-122.19268929773644,19.408153918922178,1.4154918761030233
2020-01-06,44.70953610008074,-122.19268929773644,21.13114066745924,2.5586224519369494
2020-01-07,44.70953610008074,-122.19268929773644,16.779803814366968,4.257044326770677
2020-01-08,44.70953610008074,-122.19268929773644,19.13332059838483,1.4556511440788118
2020-01-09,44.70953610008074,-122.19268929773644,4.758112618760738,0.20277738032380804
2020-01-10,44.70953610008074,-122.19268929773644,37.298319940565456,1.7314231625542846
2020-01-11,44.70953610008074,-122.19268929773644,26.24620084287583,1.1734193995754305
2020-01-12,44.70953610008074,-122.19268929773644,35.45336233572616,1.0146898569224294
2020-01-13,44.70953610008074,-122.19268929773644,13.815361591845004,-0.009968519461186806
2020-01-14,44.70953610008074,-122.19268929773644,6.394052961520234,-2.703597893698517
2020-01-15,44.70953610008074,-122.19268929773644,18.43133102978032,-1.8231733154206142
2020-01-16,44.70953610008074,-122.19268929773644,10.186708231993546,-0.7526784878557218
2020-01-17,44.70953610008074,-122.19268929773644,18.393320544301492,-0.7482531536139856
2020-01-18,44.70953610008074,-122.19268929773644,13.667364259546813,1.8438338467522162
2020-01-19,44.70953610008074,-122.19268929773644,0.8971869409324936,4.452537701593068
2020-01-20,44.70953610008074,-122.19268929773644,5.685433951293536,4.35750296447406
2020-01-21,44.70953610008074,-122.19268929773644,16.362409680898057,3.6365226602067886
2020-01-22,44.70953610008074,-122.19268929773644,21.887907354916628,3.769921791936533
2020-01-23,44.70953610008074,-122.19268929773644,23.03147426428547,5.307230423556939
2020-01-24,44.70953610008074,-122.19268929773644,8.745841829159355,4.867903494313347
2020-01-25,44.70953610008074,-122.19268929773644,14.11999474796451,5.708577642606756
2020-01-26,44.70953610008074,-122.19268929773644,16.483792123112504,4.544410388901896
2020-01-27,44.70953610008074,-122.19268929773644,29.738315284170877,3.890948931562563
2020-01-28,44.70953610008074,-122.19268929773644,31.565340192779296,3.64110280209598
2020-01-29,44.70953610008074,-122.19268929773644,14.496007044039214,3.512070236928685
2020-01-30,44.70953610008074,-122.19268929773644,2.4385536085349058,4.6727190053337475
2020-01-31,44.70953610008074,-122.19268929773644,1.225884184087658,7.3110898097585935
2020-02-01,44.70953610008074,-122.19268929773644,22.33380668275544,4.206785609735014
2020-02-02,44.70953610008074,-122.19268929773644,1.647799140237356,-0.27918418053291505
2020-02-03,44.70953610008074,-122.19268929773644,2.387423631511651,-0.9181631810080757
2020-02-04,44.70953610008074,-122.19268929773644,6.928016147287847,-1.302928460703681
2020-02-05,44.70953610008074,-122.19268929773644,35.62085949198183,2.893671361041286
2020-02-06,44.70953610008074,-122.19268929773644,22.852273510375262,5.644797651826649
2020-02-07,44.70953610008074,-122.19268929773644,16.785477321411037,4.807442541280073
2020-02-08,44.70953610008074,-122.19268929773644,18.32118388987506,1.059254352566265
2020-02-09,44.70953610008074,-122.19268929773644,0.6028434322577608,1.8793465256451989
2020-02-10,44.70953610008074,-122.19268929773644,0.07195008273570905,3.562454675770997
2020-02-11,44.70953610008074,-122.19268929773644,0.0,4.562762627513961
2020-02-12,44.70953610008074,-122.19268929773644,0.0,4.3533037029697335
2020-02-13,44.70953610008074,-122.19268929773644,3.697463253231006,2.8477350191232143
2020-02-14,44.70953610008074,-122.19268929773644,4.157080284189094,2.778376059695785
2020-02-15,44.70953610008074,-122.19268929773644,26.745601835204553,1.928074978168022
2020-02-16,44.70953610008074,-122.19268929773644,12.936274025367512,2.4560854430284773
2020-02-17,44.70953610008074,-122.19268929773644,2.6911627506378677,1.4254792698532852
2020-02-18,44.70953610008074,-122.19268929773644,0.0,1.6826683018596569
2020-02-19,44.70953610008074,-122.19268929773644,0.0,3.933271784340455
2020-02-20,44.70953610008074,-122.19268929773644,0.0,4.593454122400265
2020-02-21,44.70953610008074,-122.19268929773644,0.0,6.369241652515502
2020-02-22,44.70953610008074,-122.19268929773644,0.48276547467765163,5.776004219762719
2020-02-23,44.70953610008074,-122.19268929773644,18.12589223013787,2.6298924108865473
2020-02-24,44.70953610008074,-122.19268929773644,0.029429273213962548,1.7540088743385995
2020-02-25,44.70953610008074,-122.19268929773644,0.0,5.039977137374316
2020-02-26,44.70953610008074,-122.19268929773644,0.0,6.333359154473414
2020-02-27,44.70953610008074,-122.19268929773644,0.0,7.488751970735121
2020-02-28,44.70953610008074,-122.19268929773644,3.36527031557005,7.108956536153654
2020-02-29,44.70953610008074,-122.19268929773644,9.411067511639848,1.5667792934349039
2020-03-01,44.70953610008074,-122.19268929773644,0.0015765643756795761,1.906159845926284
2020-03-02,44.70953610008074,-122.19268929773644,2.299388305429845,2.754421500617045
2020-03-03,44.70953610008074,-122.19268929773644,0.6527241140085392,7.446849921637865
2020-03-04,44.70953610008074,-122.19268929773644,0.33109933285962334,6.308100070899263
2020-03-05,44.70953610008074,-122.19268929773644,0.023780372771516536,7.955354260251159
2020-03-06,44.70953610008074,-122.19268929773644,7.062012244672954,5.3236565360473564
2020-03-07,44.70953610008074,-122.19268929773644,5.376223628451122,2.878679566970987
2020-03-08,44.70953610008074,-122.19268929773644,0.0023320059605719096,3.316662545875548
2020-03-09,44.70953610008074,-122.19268929773644,0.025351863422524382,4.3737140823116825
2020-03-10,44.70953610008074,-122.19268929773644,0.0,6.842557995157178
2020-03-11,44.70953610008074,-122.19268929773644,0.0,5.106555054135879
2020-03-12,44.70953610008074,-122.19268929773644,0.0,5.177199967591243
2020-03-13,44.70953610008074,-122.19268929773644,14.197766187739745,2.367569019969919
2020-03-14,44.70953610008074,-122.19268929773644,7.981050817557152,1.2633679646135554
2020-03-15,44.70953610008074,-122.19268929773644,0.0,-0.6692932082041281
2020-03-16,44.70953610008074,-122.19268929773644,0.3893083358177102,3.835923522943288
2020-03-17,44.70953610008074,-122.19268929773644,0.0,6.755091668996176
2020-03-18,44.70953610008074,-122.19268929773644,0.0,5.5655775887766765
2020-03-19,44.70953610008074,-122.19268929773644,0.0,7.298617996955411
2020-03-20,44.70953610008074,-122.19268929773644,0.0,8.51296784947881
2020-03-21,44.70953610008074,-122.19268929773644,0.0,7.3607255525606154
2020-03-22,44.70953610008074,-122.19268929773644,0.7749448477991031,7.705628048566585
2020-03-23,44.70953610008074,-122.19268929773644,10.301870903259447,2.972150958850545
2020-03-24,44.70953610008074,-122.19268929773644,13.70045492813088,2.854514963894401
2020-03-25,44.70953610008074,-122.19268929773644,6.2884001408535815,2.773253166963657
2020-03-26,44.70953610008074,-122.19268929773644,0.322982976045743,2.8694185020035152
2020-03-27,44.70953610008074,-122.19268929773644,3.363517877051615,3.762084842254966
2020-03-28,44.70953610008074,-122.19268929773644,10.944366999938259,5.418263212773864
2020-03-29,44.70953610008074,-122.19268929773644,25.504422502401685,5.199606439419707
2020-03-30,44.70953610008074,-122.19268929773644,46.77500070408853,2.4987988986449263
2020-03-31,44.70953610008074,-122.19268929773644,18.712729715675362,2.189151409734818
2020-04-01,44.70953610008074,-122.19268929773644,5.943434252116471,2.369793787856297
2020-04-02,44.70953610008074,-122.19268929773644,5.520284839636578,2.5001721038254408
2020-04-03,44.70953610008074,-122.19268929773644,0.789964547599372,2.3222893714599135
2020-04-04,44.70953610008074,-122.19268929773644,4.936392358708424,3.2315412954225144
2020-04-05,44.70953610008074,-122.19268929773644,1.6517189082560384,8.534052684052044
2020-04-06,44.70953610008074,-122.19268929773644,0.03755458055191502,6.672786000681342
2020-04-07,44.70953610008074,-122.19268929773644,0.0,8.586087902753327
2020-04-08,44.70953610008074,-122.19268929773644,0.0,10.56432533930083
2020-04-09,44.70953610008074,-122.19268929773644,0.0,13.109065807091351
2020-04-10,44.70953610008074,-122.19268929773644,0.0,11.23228809068886
2020-04-11,44.70953610008074,-122.19268929773644,0.0,8.098696989095137
2020-04-12,44.70953610008074,-122.19268929773644,0.0,7.910368054713395
2020-04-13,44.70953610008074,-122.19268929773644,0.0,7.521527412395406
2020-04-14,44.70953610008074,-122.19268929773644,0.0,9.346563553057054
2020-04-15,44.70953610008074,-122.19268929773644,0.0,8.612186842441792
2020-04-16,44.70953610008074,-122.19268929773644,0.0,9.291182347102522
2020-04-17,44.70953610008074,-122.19268929773644,0.0,11.364710687049756
2020-04-18,44.70953610008074,-122.19268929773644,3.1937446063711095,7.486961476392217
