date,lat,lon,Precip,Air_Temp
2021-01-01,44.70953610008074,-122.19268929773644,14.641435721444587,5.003540597761343
2021-01-02,44.70953610008074,-122.19268929773644,47.93314712971415,4.751068594789851
2021-01-03,44.70953610008074,-122.19268929773644,15.439187818070128,5.589876611652471
2021-01-04,44.70953610008074,-122.19268929773644,29.10759530044813,3.919074100738175
2021-01-05,44.70953610008074,-122.19268929773644,2.8121820112913776,3.3099178426765548
2021-01-06,44.70953610008074,-122.19268929773644,20.1698916578155,4.750310017105197
2021-01-07,44.70953610008074,-122.19268929773644,2.6040600506713494,4.466446489718365
2021-01-08,44.70953610008074,-122.19268929773644,10.011074177808233,2.809595085544325
2021-01-09,44.70953610008074,-122.19268929773644,2.7990900552849625,2.6372054834801815
2021-01-10,44.70953610008074,-122.19268929773644,0.8447246163730685,4.948890135504273
2021-01-11,44.70953610008074,-122.19268929773644,22.703976257675492,5.269526645794001
2021-01-12,44.70953610008074,-122.19268929773644,93.40810971184374,8.593932622310527
2021-01-13,44.70953610008074,-122.19268929773644,14.529720860621158,5.080801326081
2021-01-14,44.70953610008074,-122.19268929773644,1.3998222972840635,6.216084442359259
2021-01-15,44.70953610008074,-122.19268929773644,2.016383715928671,5.69639368659703
2021-01-16,44.70953610008074,-122.19268929773644,0.4520093891746277,5.960317969237663
2021-01-17,44.70953610008074,-122.19268929773644,1.0532873320173732,5.080450190569673
2021-01-18,44.70953610008074,-122.19268929773644,0.0,3.6433950000136766
2021-01-19,44.70953610008074,-122.19268929773644,0.0,3.751475422714406
2021-01-20,44.70953610008074,-122.19268929773644,0.31647204046137273,3.696570452441496
2021-01-21,44.70953610008074,-122.19268929773644,0.019541541661730413,4.00445518722043
2021-01-22,44.70953610008074,-122.19268929773644,0.03829965527980977,1.6771836803025904
2021-01-23,44.70953610008074,-122.19268929773644,0.0007909006557984328,1.6162268673656328
2021-01-24,44.70953610008074,-122.19268929773644,7.629887282428905,-0.1953210771810559
2021-01-25,44.70953610008074,-122.19268929773644,3.766510284367745,0.13114907415120888
2021-01-26,44.70953610008074,-122.19268929773644,9.718669106973174,-1.2455624871971656
2021-01-27,44.70953610008074,-122.19268929773644,5.322286841587247,0.9231796728754049
2021-01-28,44.70953610008074,-122.19268929773644,1.6859991704635304,2.22873770831019
2021-01-29,44.70953610008074,-122.19268929773644,3.528075192253105,3.0314141352459814
2021-01-30,44.70953610008074,-122.19268929773644,6.367215923094774,3.2554404590544883
2021-01-31,44.70953610008074,-122.19268929773644,5.6722352849527375,5.356447101023029
2021-02-01,44.70953610008074,-122.19268929773644,9.246216958728374,5.657104044848642
2021-02-02,44.70953610008074,-122.19268929773644,23.700104590712446,2.1409659480497116
2021-02-03,44.70953610008074,-122.19268929773644,12.875208571033792,1.47706929918176
