date,lat,lon,Precip_mean,Air_Temp_mean,Air_Temp_cumsum,Precip_cumsum
2012-01-01,44.712500000000006,-122.20416663333334,0.0,6.837499999999977,6.837499999999977,0.0
2012-01-02,44.712500000000006,-122.20416663333334,5.3125,6.2937500000000455,13.131250000000023,5.3125
2012-01-03,44.712500000000006,-122.20416663333334,2.0,5.125000000000057,18.25625000000008,7.3125
2012-01-04,44.712500000000006,-122.20416663333334,3.55,7.118749999999977,25.375000000000057,10.8625
2012-01-05,44.712500000000006,-122.20416663333334,3.8250000000000006,3.0749999999999886,28.450000000000045,14.687500000000002
2012-01-06,44.712500000000006,-122.20416663333334,2.3375000000000004,0.5375000000000227,28.987500000000068,17.025000000000002
2012-01-07,44.712500000000006,-122.20416663333334,0.2375,1.09375,30.081250000000068,17.262500000000003
2012-01-08,44.712500000000006,-122.20416663333334,0.0,4.643750000000068,34.725000000000136,17.262500000000003
2012-01-09,44.712500000000006,-122.20416663333334,0.0,5.162500000000023,39.88750000000016,17.262500000000003
2012-01-10,44.712500000000006,-122.20416663333334,2.275,1.4375,41.32500000000016,19.5375
2012-01-11,44.712500000000006,-122.20416663333334,0.0,1.7625000000000455,43.087500000000205,19.5375
2012-01-12,44.712500000000006,-122.20416663333334,0.0,4.03125,47.118750000000205,19.5375
2012-01-13,44.712500000000006,-122.20416663333334,0.0,7.2000000000000455,54.31875000000025,19.5375
2012-01-14,44.712500000000006,-122.20416663333334,5.375000000000002,1.3250000000000455,55.643750000000296,24.9125
2012-01-15,44.712500000000006,-122.20416663333334,9.8875,-2.5874999999999773,53.05625000000032,34.8
2012-01-16,44.712500000000006,-122.20416663333334,2.9875,-3.3062499999999773,49.75000000000034,37.787499999999994
2012-01-17,44.712500000000006,-122.20416663333334,33.9625,-2.3374999999999773,47.412500000000364,71.75
2012-01-18,44.712500000000006,-122.20416663333334,109.8625,1.2062500000000682,48.61875000000043,181.6125
2012-01-19,44.712500000000006,-122.20416663333334,106.41250000000001,3.4187500000000455,52.03750000000048,288.02500000000003
2012-01-20,44.712500000000006,-122.20416663333334,17.8,3.4125000000000227,55.4500000000005,305.82500000000005
2012-01-21,44.712500000000006,-122.20416663333334,33.125,0.8125,56.2625000000005,338.95000000000005
2012-01-22,44.712500000000006,-122.20416663333334,13.474999999999998,0.11250000000001137,56.37500000000051,352.42500000000007
2012-01-23,44.712500000000006,-122.20416663333334,1.8375000000000004,-2.5749999999999886,53.80000000000052,354.26250000000005
2012-01-24,44.712500000000006,-122.20416663333334,48.175,-0.11874999999997726,53.681250000000546,402.43750000000006
2012-01-25,44.712500000000006,-122.20416663333334,10.2875,2.9750000000000227,56.65625000000057,412.7250000000001
2012-01-26,44.712500000000006,-122.20416663333334,32.2875,0.056250000000034106,56.7125000000006,445.0125000000001
2012-01-27,44.712500000000006,-122.20416663333334,0.0,-2.1312500000000227,54.58125000000058,445.0125000000001
2012-01-28,44.712500000000006,-122.20416663333334,0.0,0.9375,55.51875000000058,445.0125000000001
2012-01-29,44.712500000000006,-122.20416663333334,17.3125,5.393750000000068,60.91250000000065,462.3250000000001
2012-01-30,44.712500000000006,-122.20416663333334,11.4125,3.6687499999999886,64.58125000000064,473.7375000000001
2012-01-31,44.712500000000006,-122.20416663333334,0.0,2.8875000000000455,67.46875000000068,473.7375000000001
2012-02-01,44.712500000000006,-122.20416663333334,18.9875,2.40625,69.87500000000068,492.72500000000014
2012-02-02,44.712500000000006,-122.20416663333334,0.0,4.568750000000023,74.4437500000007,492.72500000000014
2012-02-03,44.712500000000006,-122.20416663333334,0.0,6.493750000000034,80.93750000000074,492.72500000000014
2012-02-04,44.712500000000006,-122.20416663333334,0.0,5.21875,86.15625000000074,492.72500000000014
2012-02-05,44.712500000000006,-122.20416663333334,0.0,6.2937500000000455,92.45000000000078,492.72500000000014
2012-02-06,44.712500000000006,-122.20416663333334,0.0,5.899999999999977,98.35000000000076,492.72500000000014
2012-02-07,44.712500000000006,-122.20416663333334,0.0,6.15625,104.50625000000076,492.72500000000014
2012-02-08,44.712500000000006,-122.20416663333334,21.387500000000003,5.550000000000068,110.05625000000083,514.1125000000002
2012-02-09,44.712500000000006,-122.20416663333334,8.4625,8.918750000000045,118.97500000000088,522.5750000000002
2012-02-10,44.712500000000006,-122.20416663333334,16.0,7.362500000000068,126.33750000000094,538.5750000000002
2012-02-11,44.712500000000006,-122.20416663333334,3.2375,2.7000000000000455,129.037500000001,541.8125000000001
2012-02-12,44.712500000000006,-122.20416663333334,0.0,2.737500000000068,131.77500000000106,541.8125000000001
2012-02-13,44.712500000000006,-122.20416663333334,1.9875000000000003,2.6875,134.46250000000106,543.8000000000001
2012-02-14,44.712500000000006,-122.20416663333334,9.5125,0.45625000000001137,134.91875000000107,553.3125000000001
2012-02-15,44.712500000000006,-122.20416663333334,0.75,0.8125,135.73125000000107,554.0625000000001
2012-02-16,44.712500000000006,-122.20416663333334,1.9500000000000002,1.5187500000000682,137.25000000000114,556.0125000000002
2012-02-17,44.712500000000006,-122.20416663333334,13.975,5.243750000000034,142.49375000000117,569.9875000000002
2012-02-18,44.712500000000006,-122.20416663333334,15.424999999999999,1.3000000000000114,143.79375000000118,585.4125000000001
2012-02-19,44.712500000000006,-122.20416663333334,6.225,0.2437500000000341,144.03750000000122,591.6375000000002
2012-02-20,44.712500000000006,-122.20416663333334,12.3625,1.7625000000000455,145.80000000000126,604.0000000000001
2012-02-21,44.712500000000006,-122.20416663333334,4.2875,6.787500000000023,152.58750000000128,608.2875000000001
