date,lat,lon,Chlorophyll
2021-02-15,44.72612984949845,-122.17779566794266,0.6962330220181865
2021-02-15,44.69971938014533,-122.19827725642058,0.7007455718542552
2021-02-15,44.71966197945279,-122.17995162462454,0.6973799222032575
2021-02-15,44.71858400111184,-122.1578530686352,0.6961521711017363
2021-02-15,44.70834320687288,-122.17510072209028,0.6971927133546006
2021-02-15,44.73313670871458,-122.16485992785134,0.703149552056868
2021-02-15,44.71966197945279,-122.13144259928208,0.6988868573750769
2021-02-15,44.71157714189571,-122.1826465704769,0.6986936463104363
2021-02-15,44.70780421770241,-122.18695848384068,0.6987572050435402
2021-02-15,44.70834320687288,-122.171327797897,0.6948892889511651
2021-02-15,44.70780421770241,-122.17348375457888,0.7220172534798133
2021-02-15,44.70133634765675,-122.19288736471586,0.6963654034142679
2021-02-15,44.715350066089016,-122.1901924188635,0.6948608682631366
2021-02-15,44.70510927185005,-122.19450433222728,0.6978626675363566
2021-02-15,44.716967033600426,-122.2451693142516,0.6970705087159403
2021-02-15,44.69594645595203,-122.1977382672501,0.6961337432576942
2021-02-15,44.72397389281656,-122.18049061379502,0.696493750171677
2021-02-15,44.69325151009967,-122.20151119144342,0.6997519012424754
2021-02-15,44.69540746678156,-122.20151119144342,0.6924157408101584
2021-02-15,44.72612984949845,-122.17078880872651,0.6976645210513892
2021-02-15,44.71211613106618,-122.2435523467402,0.6988129180956228
2021-02-15,44.715350066089016,-122.17456173291984,0.6973299612321089
2021-02-15,44.702953315168166,-122.23277256333076,0.6873223737836004
2021-02-15,44.70888219604336,-122.23870144420596,0.6966706499091865
2021-02-15,44.69971938014533,-122.23438953084218,0.6943704935601998
2021-02-15,44.71966197945279,-122.15569711195332,0.6965403439191376
2021-02-15,44.70618725019099,-122.24031841171735,0.6957901422137517
2021-02-15,44.68732262922448,-122.20420613729576,0.700476657213944
2021-02-15,44.702414325997694,-122.1939653430568,0.6959536309971659
2021-02-15,44.706726239361466,-122.23438953084218,0.6904205622811143
2021-02-15,44.72181793613468,-122.17941263545409,0.6979872711128406
2021-02-15,44.72612984949845,-122.15839205780568,0.6998735210417015
2021-02-15,44.71211613106618,-122.18534151632926,0.6931471805599453
2021-02-15,44.72397389281656,-122.14006642600964,0.6979886885761606
2021-02-15,44.70349230433864,-122.19558231056824,0.6992722904808242
2021-02-15,44.694329488440616,-122.21229097485283,0.6982017508313896
2021-02-15,44.72181793613468,-122.18534151632926,0.6962705563422135
2021-02-15,44.69486847761109,-122.20797906148908,0.6956449309799473
2021-02-15,44.70079735848628,-122.24570830342208,0.6959284871476098
2021-02-15,44.725051871157504,-122.171327797897,0.695822636493693
2021-02-15,44.69864140180439,-122.237623465865,0.6921483262214851
2021-02-15,44.72343490364609,-122.17024981955603,0.6972456802631559
2021-02-15,44.725590860327976,-122.16647689536276,0.696135554121506
2021-02-15,44.70079735848628,-122.23546750918312,0.6989695277045088
2021-02-15,44.71588905525949,-122.15731407946473,0.6926644385761557
2021-02-15,44.7175060227709,-122.18102960296548,0.6962961822302766
2021-02-15,44.716967033600426,-122.18534151632926,0.697350205278774
2021-02-15,44.694329488440616,-122.2133689531938,0.693873397004353
2021-02-15,44.71103815272524,-122.1826465704769,0.6954065012147458
2021-02-15,44.706726239361466,-122.19073140803395,0.6983214231557628
2021-02-15,44.696485445122505,-122.20420613729576,0.6967548374284153
2021-02-15,44.71103815272524,-122.24247436839926,0.6971570462450735
2021-02-15,44.71804501194137,-122.18156859213596,0.6971489931683224
2021-02-15,44.712655120236654,-122.1864194946702,0.6970146762666537
2021-02-15,44.69810241263392,-122.23492852001266,0.6975846638052382
2021-02-15,44.694329488440616,-122.20474512646624,0.7033152479480338
2021-02-15,44.72990277369175,-122.1670158845332,0.6974516286069988
2021-02-15,44.6927125209292,-122.20905703983,0.697853071597358
2021-02-15,44.70834320687288,-122.19504332139776,0.6938545988344067
2021-02-15,44.70025836931581,-122.22792166079653,0.6999085315379893
2021-02-15,44.69001757507685,-122.20905703983,0.6949866844127506
2021-02-15,44.69540746678156,-122.21768086655756,0.6985592478906154
2021-02-15,44.67977678083789,-122.19127039720443,0.6907846070042033
2021-02-15,44.69379049927014,-122.20312815895484,0.7008045089823468
2021-02-15,44.72181793613468,-122.15677509029426,0.6981145350844327
2021-02-15,44.6927125209292,-122.2133689531938,0.6995553474208002
2021-02-15,44.696485445122505,-122.2187588448985,0.7001408539709901
2021-02-15,44.70025836931581,-122.1977382672501,0.6980247755086941
2021-02-15,44.716428044429954,-122.24624729259256,0.6994390902514224
2021-02-15,44.68947858590637,-122.20097220227294,0.6973945020350855
2021-02-15,44.725051871157504,-122.15569711195332,0.695560033340178
2021-02-15,44.70079735848628,-122.20043321310249,0.6980346827516495
2021-02-15,44.70510927185005,-122.2360064983536,0.6943228280011634
2021-02-15,44.710499163554765,-122.18372454881784,0.6975560810695284
2021-02-15,44.702414325997694,-122.23870144420596,0.6908077245859419
2021-02-15,44.69325151009967,-122.25217617346776,0.6981305795774934
2021-02-15,44.714811076918544,-122.17510072209028,0.7039483656772928
2021-02-15,44.72181793613468,-122.13467653430492,0.6960217782993898
2021-02-15,44.731519741203165,-122.16324296033991,0.6944125230038583
2021-02-15,44.71157714189571,-122.24139639005833,0.695507837393919
2021-02-15,44.72720782783939,-122.1465342960553,0.7001329311332879
2021-02-15,44.715350066089016,-122.17941263545409,0.6977331758585487
2021-02-15,44.71211613106618,-122.18049061379502,0.6989859575337781
2021-02-15,44.72343490364609,-122.17833465711313,0.6986179782406724
2021-02-15,44.70942118521383,-122.2397794225469,0.6983163932484525
2021-02-15,44.681393748349294,-122.19450433222728,0.698151361144521
2021-02-15,44.73637064373741,-122.1616259928285,0.6932118531549557
2021-02-15,44.706726239361466,-122.17725667877218,0.6958943511775116
2021-02-15,44.70780421770241,-122.24247436839926,0.6969032886444403
2021-02-15,44.69594645595203,-122.20690108314813,0.6920995115275015
2021-02-15,44.69702443429298,-122.21768086655756,0.7004154601702799
2021-02-15,44.702414325997694,-122.23654548752408,0.6941818418007217
2021-02-15,44.70888219604336,-122.24139639005833,0.6961053979273923
2021-02-15,44.69756342346345,-122.19127039720443,0.694440244377317
2021-02-15,44.69486847761109,-122.21983682323943,0.7016531829512319
2021-02-15,44.716967033600426,-122.18965342969304,0.6922597003115212
2021-02-15,44.71966197945279,-122.1292866426002,0.6974332032389514
2021-02-15,44.72397389281656,-122.15246317693048,0.6990232992368982
2021-02-15,44.70403129350911,-122.18426353798831,0.6972351694129735
2021-02-15,44.69001757507685,-122.20097220227294,0.7002837505421485
2021-02-15,44.71858400111184,-122.18911444052256,0.6988596683253367
2021-02-15,44.72397389281656,-122.18318555964736,0.6977751587057716
2021-02-15,44.70834320687288,-122.17186678706749,0.697293696521794
2021-02-15,44.71804501194137,-122.24894223844493,0.6997862090947544
2021-02-15,44.7137330985776,-122.16971083038558,0.6991032721221767
2021-02-15,44.681932737519766,-122.19450433222728,0.6966433965578087
2021-02-15,44.716967033600426,-122.16270397116944,0.6954711984856596
2021-02-15,44.7099601743843,-122.17348375457888,0.7134348178010974
2021-02-15,44.69055656424732,-122.20366714812528,0.701223892538576
2021-02-15,44.69486847761109,-122.20905703983,0.6970983768683535
2021-02-15,44.72073995779373,-122.24840324927445,0.693622481875972
2021-02-15,44.72612984949845,-122.1406054151801,0.6869432277093533
2021-02-15,44.7137330985776,-122.17348375457888,0.701301274538456
2021-02-15,44.71157714189571,-122.17456173291984,0.6935177110403162
2021-02-15,44.72397389281656,-122.1670158845332,0.6983782299774978
2021-02-15,44.71211613106618,-122.1675548737037,0.6998519261623501
2021-02-15,44.71588905525949,-122.18911444052256,0.6963083389109075
2021-02-15,44.714811076918544,-122.171327797897,0.6975566365233611
2021-02-15,44.71319410940713,-122.17617870043124,0.7123542682992624
2021-02-15,44.70133634765675,-122.24031841171735,0.6971516087063285
2021-02-15,44.712655120236654,-122.17671768960172,0.6967198199028597
2021-02-15,44.69594645595203,-122.21444693153472,0.6960335399194211
2021-02-15,44.72397389281656,-122.15515812278284,0.6980867131160418
2021-02-15,44.69756342346345,-122.20097220227294,0.705262516224649
2021-02-15,44.72397389281656,-122.17348375457888,0.6919660005551694
2021-02-15,44.716967033600426,-122.18426353798831,0.6974230095320538
2021-02-15,44.692173531758726,-122.21013501817096,0.6990033697020803
2021-02-15,44.73044176286222,-122.16216498199896,0.6947984988138787
2021-02-15,44.70726522853194,-122.18965342969304,0.6980502436473905
2021-02-15,44.694329488440616,-122.20636209397766,0.6963723277540036
2021-02-15,44.67492587830363,-122.19612129973868,0.6977646209283601
2021-02-15,44.704570282679576,-122.23385054167171,0.6981363809973771
2021-02-15,44.69971938014533,-122.1885754513521,0.6969339071272425
2021-02-15,44.70025836931581,-122.2322335741603,0.7020530163031364
2021-02-15,44.72020096862326,-122.2494812276154,0.6931471805599453
2021-02-15,44.69756342346345,-122.20528411563672,0.712499232753061
2021-02-15,44.71427208774807,-122.171327797897,0.6977753706963417
2021-02-15,44.70618725019099,-122.18156859213596,0.6971683434530832
2021-02-15,44.68354970503118,-122.19612129973868,0.6986290493475737
2021-02-15,44.69540746678156,-122.19881624559105,0.6966280393704305
2021-02-15,44.72666883866892,-122.171327797897,0.6967519689956727
2021-02-15,44.7175060227709,-122.18534151632926,0.6979329472796093
2021-02-15,44.69540746678156,-122.21390794236426,0.6992195149791857
2021-02-15,44.67815981332647,-122.19612129973868,0.6974827250401759
2021-02-15,44.70187533682722,-122.2322335741603,0.6900720746476335
2021-02-15,44.69918039097486,-122.19288736471586,0.6945584401897865
2021-02-15,44.72397389281656,-122.1826465704769,0.695945659494104
2021-02-15,44.696485445122505,-122.199894223932,0.695608417342636
2021-02-15,44.69325151009967,-122.25271516263822,0.6966571041490571
2021-02-15,44.716428044429954,-122.1826465704769,0.6978127691848921
2021-02-15,44.69971938014533,-122.2435523467402,0.6981759267894679
2021-02-15,44.714811076918544,-122.17456173291984,0.6983806487929797
2021-02-15,44.70564826102052,-122.19558231056824,0.6989398208161058
2021-02-15,44.69756342346345,-122.19935523476153,0.6985658976897754
2021-02-15,44.721278946964205,-122.15192418776002,0.7051076149693564
2021-02-15,44.70025836931581,-122.19450433222728,0.6947001205869177
2021-02-15,44.71427208774807,-122.1691718412151,0.6974947434602353
2021-02-15,44.69594645595203,-122.20258916978436,0.6998661308086903
2021-02-15,44.69540746678156,-122.20205018061388,0.692540936224918
2021-02-15,44.71804501194137,-122.18049061379502,0.6971448646511793
2021-02-15,44.72451288198703,-122.17024981955603,0.6970493707352459
2021-02-15,44.69109555341779,-122.20420613729576,0.6953998343075941
2021-02-15,44.72073995779373,-122.18210758130644,0.6963971021724438
2021-02-15,44.69594645595203,-122.21067400734142,0.696034886252863
